r,h,trn,value
HI,hh1,hucval,0.14635238802065287
HI,hh1,hwcval,0.020864698292220114
HI,hh1,hssval,0.4722896824731246
HI,hh1,hssival,0.0836342996771325
HI,hh1,hpawval,0.03284216752361397
HI,hh1,hvetval,0.028388424972017674
HI,hh1,hsurval,0.013826844052863437
HI,hh1,hdisval,0.016762530893427472
HI,hh1,hedval,0.02271612686567164
HI,hh1,hcspval,0.002062885014925373
HI,hh1,hfinval,0.011592453729128012
HI,hh1,medicare,0.5083883590911911
HI,hh1,medicaid,0.368466390668964
HI,hh2,hucval,0.29767014791384416
HI,hh2,hssval,1.0185112933349714
HI,hh2,hssival,0.03258817467940132
HI,hh2,hpawval,0.027471110636550316
HI,hh2,hvetval,0.06965611984683356
HI,hh2,hsurval,0.06755506794713656
HI,hh2,hedval,0.022982014925373134
HI,hh2,hfinval,0.02891218241187384
HI,hh2,medicare,0.5512575783234366
HI,hh2,medicaid,0.40488608897207395
HI,hh3,hucval,0.33839689371483056
HI,hh3,hssval,0.7078417403871466
HI,hh3,hssival,0.03300103423415333
HI,hh3,hvetval,0.10044363852724594
HI,hh3,hsurval,0.05157332088105727
HI,hh3,hdisval,0.000725820927699906
HI,hh3,hedval,0.023041206208955223
HI,hh3,hcspval,0.048619626865671645
HI,hh3,hfinval,0.10149015724675327
HI,hh3,medicare,0.5226318237713363
HI,hh3,medicaid,0.3805669769574972
HI,hh4,hucval,0.6118393141615659
HI,hh4,hwcval,0.03224322671726755
HI,hh4,hssval,2.060951332904112
HI,hh4,hssival,0.11040295958387637
HI,hh4,hpawval,0.0005409696098562629
HI,hh4,hvetval,0.4380526749455081
HI,hh4,hsurval,0.056159644123348014
HI,hh4,hdisval,0.03256064889528258
HI,hh4,hedval,0.05313284626865671
HI,hh4,hcspval,0.09503440083582089
HI,hh4,hfinval,0.165093733580705
HI,hh4,medicare,0.3870224227474992
HI,hh4,medicaid,0.2739969012233976
HI,hh5,hucval,0.5550086610882539
HI,hh5,hwcval,0.17654510725616698
HI,hh5,hssval,1.4946210019288
HI,hh5,hssival,0.063363989137708
HI,hh5,hvetval,0.3310683823033873
HI,hh5,hsurval,0.18963075076651983
HI,hh5,hdisval,0.013640380971797216
HI,hh5,hedval,0.04715212985074626
HI,hh5,hcspval,0.0878928498358209
HI,hh5,hfinval,0.01495164378478664
HI,hh5,medicare,1.0818863324912986
HI,hh5,medicaid,0.7877403966400982
ID,hh1,hucval,0.034445189646204966
ID,hh1,hwcval,0.013289887081593928
ID,hh1,hssval,0.7133339879118252
ID,hh1,hssival,0.16647011010091042
ID,hh1,hpawval,0.029036548164271054
ID,hh1,hvetval,0.06586495337849779
ID,hh1,hsurval,0.017793313268722466
ID,hh1,hdisval,0.0028725559994507576
ID,hh1,hedval,0.05892301641791044
ID,hh1,hcspval,0.030955083701492532
ID,hh1,hfinval,0.011053810018552875
ID,hh1,medicare,0.7616125065666743
ID,hh1,medicaid,0.4906381858148959
ID,hh2,hucval,0.12016383433608084
ID,hh2,hwcval,0.004393457305502846
ID,hh2,hssval,1.3597350671697621
ID,hh2,hssival,0.13207043752926104
ID,hh2,hpawval,0.024901577593429158
ID,hh2,hvetval,0.0020455528718703975
ID,hh2,hsurval,0.06899401046696035
ID,hh2,hedval,0.10020132274626864
ID,hh2,hcspval,0.05559393268656716
ID,hh2,hfinval,0.04790540081632653
ID,hh2,medicare,1.0245785697520573
ID,hh2,medicaid,0.6498898560589738
ID,hh3,hucval,0.1392308047385978
ID,hh3,hwcval,0.006914287058823529
ID,hh3,hssval,1.6133750156586566
ID,hh3,hssival,0.05610252676571396
ID,hh3,hpawval,0.01273864657084189
ID,hh3,hvetval,0.2726012359351988
ID,hh3,hsurval,0.02838254862555066
ID,hh3,hdisval,0.09333669198178886
ID,hh3,hedval,0.04608349179104477
ID,hh3,hcspval,0.03793330573134328
ID,hh3,hfinval,0.08408919628942485
ID,hh3,medicare,0.8359700693807838
ID,hh3,medicaid,0.535671268398893
ID,hh4,hucval,0.2830750456116113
ID,hh4,hwcval,0.0052446976622390895
ID,hh4,hssval,2.587064548909964
ID,hh4,hssival,0.06746959474568938
ID,hh4,hpawval,0.019900959178644765
ID,hh4,hvetval,0.398755964394698
ID,hh4,hsurval,0.061341799757709245
ID,hh4,hdisval,0.04519897344864333
ID,hh4,hedval,0.13723426370149253
ID,hh4,hcspval,0.04638018686567164
ID,hh4,hfinval,0.05205233988868275
ID,hh4,medicare,0.432041235165366
ID,hh4,medicaid,0.26164594235685
ID,hh5,hucval,0.1548637711116213
ID,hh5,hwcval,0.0582065760910816
ID,hh5,hssval,0.5727907538444874
ID,hh5,hssival,0.017736922310717343
ID,hh5,hvetval,0.13855947205891014
ID,hh5,hsurval,0.307055222061674
ID,hh5,hdisval,0.003605835672327788
ID,hh5,hedval,0.06729622007462686
ID,hh5,hcspval,0.03548092107462686
ID,hh5,hfinval,0.026727851576994432
ID,hh5,medicare,0.6352193118186149
ID,hh5,medicaid,0.4072983303327264
IL,hh1,hucval,1.474386802920263
IL,hh1,hwcval,9.343423149905124e-06
IL,hh1,hssval,5.231228816768597
IL,hh1,hssival,0.5414404249767775
IL,hh1,hpawval,0.04305359413552363
IL,hh1,hvetval,0.027324600706921946
IL,hh1,hsurval,0.07913076977973568
IL,hh1,hdisval,0.14154217111508363
IL,hh1,hedval,0.5418726892280261
IL,hh1,hcspval,0.17158392985074628
IL,hh1,hfinval,0.2047695834879406
IL,hh1,medicare,8.56173514502448
IL,hh1,medicaid,5.301166767953604
IL,hh2,hucval,1.5880926251475607
IL,hh2,hssval,9.096436127271007
IL,hh2,hssival,0.5321113018859316
IL,hh2,hpawval,0.05947814537987681
IL,hh2,hvetval,0.542318016238885
IL,hh2,hsurval,0.3761713373392071
IL,hh2,hdisval,0.06668556180293546
IL,hh2,hedval,1.404566197312611
IL,hh2,hcspval,0.16296929791044773
IL,hh2,hfinval,1.1774976202424885
IL,hh2,medicare,8.769646893778884
IL,hh2,medicaid,5.429899417877317
IL,hh3,hucval,4.219198822610155
IL,hh3,hwcval,0.013127490512333967
IL,hh3,hssval,10.00099455352576
IL,hh3,hssival,0.10174681440540369
IL,hh3,hpawval,0.00754658316221766
IL,hh3,hvetval,0.8144637231608289
IL,hh3,hsurval,0.19243033691629954
IL,hh3,hdisval,0.31100043431676105
IL,hh3,hedval,0.9263343192031506
IL,hh3,hcspval,0.2458911668059701
IL,hh3,hfinval,0.3121629194805195
IL,hh3,medicare,5.77925595319878
IL,hh3,medicaid,3.5783400308055
IL,hh4,hucval,5.1474057809589695
IL,hh4,hwcval,0.31488380493358636
IL,hh4,hssval,13.33668403560118
IL,hh4,hssival,0.15467237087658617
IL,hh4,hpawval,0.025633182751540046
IL,hh4,hvetval,1.5401723955025168
IL,hh4,hsurval,2.3211847838722464
IL,hh4,hdisval,0.3823082538309647
IL,hh4,hedval,1.609417225359876
IL,hh4,hcspval,0.23450012091044772
IL,hh4,hfinval,0.7696450547508307
IL,hh4,medicare,3.569906180624352
IL,hh4,medicaid,2.210377649959872
IL,hh5,hucval,2.786702863616464
IL,hh5,hwcval,0.03169646299810247
IL,hh5,hssval,5.692423972134918
IL,hh5,hssival,0.06342413465532008
IL,hh5,hpawval,0.07867917535934292
IL,hh5,hvetval,0.570814763867751
IL,hh5,hsurval,1.2561486331510399
IL,hh5,hedval,2.054214237313433
IL,hh5,hcspval,0.25781257134328356
IL,hh5,hfinval,0.06363910575139146
IL,hh5,medicare,6.559455827373504
IL,hh5,medicaid,4.06141613340372
IN,hh1,hucval,0.38639354192270453
IN,hh1,hwcval,0.0020425229601518024
IN,hh1,hssval,3.326026230225274
IN,hh1,hssival,0.7514666167061053
IN,hh1,hpawval,0.05714348747433266
IN,hh1,hsurval,0.031032502361233477
IN,hh1,hdisval,0.11257581237293621
IN,hh1,hedval,0.0764438776119403
IN,hh1,hcspval,0.0317738052238806
IN,hh1,hfinval,0.01222138775510204
IN,hh1,medicare,4.783810559785872
IN,hh1,medicaid,3.626119015091856
IN,hh2,hucval,1.0389148011522735
IN,hh2,hwcval,0.2816075294117647
IN,hh2,hssval,6.87550137596241
IN,hh2,hssival,0.3173482127971531
IN,hh2,hpawval,0.0677636385708419
IN,hh2,hvetval,0.052805289508100144
IN,hh2,hsurval,0.246634075030837
IN,hh2,hdisval,0.09886732329302791
IN,hh2,hedval,0.07187892537313433
IN,hh2,hcspval,0.19071117970149257
IN,hh2,hfinval,0.039407636905380336
IN,hh2,medicare,5.38381905572934
IN,hh2,medicaid,4.080924277375212
IN,hh3,hucval,1.2366467180698002
IN,hh3,hwcval,0.04011533965844402
IN,hh3,hssval,6.271178536508431
IN,hh3,hssival,0.21099710329694948
IN,hh3,hpawval,0.006858340928131418
IN,hh3,hvetval,0.4925280782754366
IN,hh3,hdisval,0.10701950004812132
IN,hh3,hedval,0.29908476417910446
IN,hh3,hcspval,0.07275857152238806
IN,hh3,hfinval,0.23992590723562154
IN,hh3,medicare,3.707078219933676
IN,hh3,medicaid,2.8099580147956558
IN,hh4,hucval,2.050627782410996
IN,hh4,hwcval,0.057772967590132826
IN,hh4,hssval,6.359956299531843
IN,hh4,hssival,0.2038163055664888
IN,hh4,hpawval,0.015652540780287477
IN,hh4,hvetval,1.0462224390212473
IN,hh4,hsurval,0.11503744493392071
IN,hh4,hdisval,0.17484480330458432
IN,hh4,hedval,1.3073239228546927
IN,hh4,hcspval,0.28816897438805966
IN,hh4,hfinval,0.14000215435992577
IN,hh4,medicare,1.6503052118625663
IN,hh4,medicaid,1.2689265910626764
IN,hh5,hucval,0.543355278655397
IN,hh5,hwcval,0.010516618292220113
IN,hh5,hssval,3.1929553618331514
IN,hh5,hpawval,0.0167319794661191
IN,hh5,hvetval,0.3168647597054491
IN,hh5,hsurval,0.7505535750868442
IN,hh5,hdisval,0.28330642692174707
IN,hh5,hedval,0.6630719782883476
IN,hh5,hcspval,0.27303256262686565
IN,hh5,medicare,2.5761738453536043
IN,hh5,medicaid,1.7017006833813195
IA,hh1,hucval,0.1915561071904468
IA,hh1,hssval,1.564544200584679
IA,hh1,hssival,0.16026011721340722
IA,hh1,hvetval,0.021386338144329893
IA,hh1,hsurval,0.016007851982378852
IA,hh1,hdisval,0.001353812489900478
IA,hh1,hedval,0.0597766567164179
IA,hh1,hcspval,0.05063614208955224
IA,hh1,hfinval,0.023710038589981445
IA,hh1,medicare,1.6734444355820186
IA,hh1,medicaid,1.205150458477099
IA,hh2,hucval,0.11822457489049475
IA,hh2,hwcval,0.007350785578747628
IA,hh2,hssval,2.9400769463945435
IA,hh2,hssival,0.07710268100850146
IA,hh2,hvetval,0.2005739900324006
IA,hh2,hsurval,0.1401725296387665
IA,hh2,hdisval,0.034368848450544234
IA,hh2,hedval,0.11256240298507461
IA,hh2,hcspval,0.1665782951044776
IA,hh2,hfinval,0.14335015658627087
IA,hh2,medicare,2.355183004257396
IA,hh2,medicaid,1.462446139079819
IA,hh3,hucval,0.6184917204865349
IA,hh3,hssval,2.5824758784950412
IA,hh3,hssival,0.0941434654147868
IA,hh3,hvetval,0.14127322533136966
IA,hh3,hsurval,0.27996946255506605
IA,hh3,hdisval,0.15110724651687846
IA,hh3,hedval,0.2751044776119403
IA,hh3,hcspval,0.05622364170149253
IA,hh3,hfinval,0.16015547309833023
IA,hh3,medicare,1.4870535129845288
IA,hh3,medicaid,1.0733549700015839
IA,hh4,hucval,0.30758976428110807
IA,hh4,hwcval,0.025470603415559772
IA,hh4,hssval,3.524096647619607
IA,hh4,hssival,0.029572016425214096
IA,hh4,hvetval,0.8217337308780623
IA,hh4,hsurval,0.260678754185022
IA,hh4,hdisval,0.06034754783766751
IA,hh4,hedval,0.15293170343283582
IA,hh4,hcspval,0.09738578692537313
IA,hh4,hfinval,0.06594866048237477
IA,hh4,medicare,0.8353225126542672
IA,hh4,medicaid,0.6125213395535141
IA,hh5,hucval,0.15897646251546071
IA,hh5,hwcval,0.009580064516129031
IA,hh5,hssval,2.332187374570725
IA,hh5,hvetval,0.5144848357381511
IA,hh5,hsurval,0.6560609701554376
IA,hh5,hdisval,0.11854497688393272
IA,hh5,hedval,0.27996382835820893
IA,hh5,hcspval,0.055148355820895514
IA,hh5,hfinval,0.008532935064935064
IA,hh5,medicare,1.0522098145315366
IA,hh5,medicaid,0.765880567013212
KS,hh1,hucval,0.07273445511421854
KS,hh1,hssval,1.2353462968013667
KS,hh1,hssival,0.2892871452480189
KS,hh1,hpawval,0.04414086199589323
KS,hh1,hvetval,0.012432767010309277
KS,hh1,hedval,0.013104671641791044
KS,hh1,hcspval,0.01375075856716418
KS,hh1,hfinval,0.06179688133580705
KS,hh1,medicare,1.5223352768683889
KS,hh1,medicaid,0.8157370880138952
KS,hh2,hucval,0.1852718329465508
KS,hh2,hwcval,0.003149200759013283
KS,hh2,hssval,3.104071275659686
KS,hh2,hssival,0.21854159803461803
KS,hh2,hpawval,0.02123603778234087
KS,hh2,hvetval,0.12449925182916052
KS,hh2,hsurval,0.039141855277533034
KS,hh2,hdisval,0.0018539657973269145
KS,hh2,hedval,0.09664709253731343
KS,hh2,hcspval,0.04122959211940298
KS,hh2,hfinval,0.12724780408163266
KS,hh2,medicare,2.05017045582282
KS,hh2,medicaid,0.9492473773685042
KS,hh3,hucval,0.17357769585185703
KS,hh3,hssval,1.5121681060022814
KS,hh3,hssival,0.014404344144600921
KS,hh3,hvetval,0.04476185072164948
KS,hh3,hsurval,0.12535793127753303
KS,hh3,hdisval,0.016280516133527708
KS,hh3,hedval,0.16676850820895522
KS,hh3,hcspval,0.028896356417910447
KS,hh3,medicare,1.2518058651036885
KS,hh3,medicaid,0.6772517938962481
KS,hh4,hucval,0.2546071795612043
KS,hh4,hssval,4.127580629262073
KS,hh4,hssival,0.027567370474851683
KS,hh4,hpawval,0.007004971663244353
KS,hh4,hvetval,0.38913500182621497
KS,hh4,hsurval,0.06327195859030837
KS,hh4,hdisval,0.009169025398187924
KS,hh4,hedval,0.1530201816716418
KS,hh4,hcspval,0.06997027570149253
KS,hh4,hfinval,0.04694620408163266
KS,hh4,medicare,0.7946440170446172
KS,hh4,medicaid,0.4422693265063116
KS,hh5,hucval,0.2818570843712841
KS,hh5,hwcval,0.29798709677419355
KS,hh5,hssval,1.6019452378783228
KS,hh5,hvetval,0.47597830648925427
KS,hh5,hsurval,0.8030493842523538
KS,hh5,hdisval,0.2813441360291271
KS,hh5,hedval,0.16157001492537312
KS,hh5,hcspval,0.03676972244776119
KS,hh5,hfinval,0.04031337217068645
KS,hh5,medicare,1.153422240431149
KS,hh5,medicaid,0.6268887479329242
KY,hh1,hucval,0.40731146000948953
KY,hh1,hssval,3.8774394533709695
KY,hh1,hssival,0.3877357879283569
KY,hh1,hpawval,0.07062541047227927
KY,hh1,hvetval,0.2735415898674521
KY,hh1,hdisval,0.08448312713858568
KY,hh1,hedval,0.12374052686567165
KY,hh1,hcspval,0.03262147949253731
KY,hh1,hfinval,0.05697085491651206
KY,hh1,medicare,4.298818786653576
KY,hh1,medicaid,3.5819572612684802
KY,hh2,hucval,0.49832367344195583
KY,hh2,hssval,6.117709601741888
KY,hh2,hssival,0.24821814542413934
KY,hh2,hvetval,0.08976305234756995
KY,hh2,hsurval,0.15228010123348015
KY,hh2,hdisval,0.14354684875545146
KY,hh2,hedval,0.12040293059701491
KY,hh2,hcspval,0.09470226835820895
KY,hh2,hfinval,0.025878750278293134
KY,hh2,medicare,3.8298179733250435
KY,hh2,medicaid,3.19116598761474
KY,hh3,hucval,1.3747480274662482
KY,hh3,hwcval,0.0005700364326375711
KY,hh3,hssval,2.4229936084126242
KY,hh3,hssival,0.06764948411776545
KY,hh3,hpawval,0.005643380698151952
KY,hh3,hvetval,0.40012662228115015
KY,hh3,hsurval,0.09977066008810571
KY,hh3,hdisval,0.14961869501588226
KY,hh3,hedval,0.12107820522388058
KY,hh3,hcspval,0.06569152808955224
KY,hh3,hfinval,0.0013455406307977737
KY,hh3,medicare,2.218485917998248
KY,hh3,medicaid,1.567713820811956
KY,hh4,hucval,0.36475275986375244
KY,hh4,hwcval,0.0352235294117647
KY,hh4,hssval,4.2166822458611115
KY,hh4,hssival,0.15879360718039331
KY,hh4,hvetval,0.4573178888680942
KY,hh4,hsurval,0.29955320352422904
KY,hh4,hdisval,0.060164773129244675
KY,hh4,hedval,0.36470530573222715
KY,hh4,hcspval,0.08607613897014925
KY,hh4,medicare,1.0632375311649271
KY,hh4,medicaid,0.8922694081899962
KY,hh5,hucval,0.09729098720567499
KY,hh5,hssval,1.445219659664978
KY,hh5,hssival,0.03288485697385984
KY,hh5,hvetval,0.01789436931958763
KY,hh5,hsurval,0.2999493991189427
KY,hh5,hdisval,0.0021984516147354484
KY,hh5,hedval,0.23603646268656714
KY,hh5,hcspval,0.035339820895522386
KY,hh5,medicare,1.3705429856320492
KY,hh5,medicaid,1.1493972106586292
LA,hh1,hucval,0.5334430814376812
LA,hh1,hwcval,0.030480513882352938
LA,hh1,hssval,2.865787849686293
LA,hh1,hssival,0.6457825113968466
LA,hh1,hpawval,0.04160801268172485
LA,hh1,hvetval,0.10371205664801178
LA,hh1,hsurval,0.0009580250220264316
LA,hh1,hdisval,0.08852376607126929
LA,hh1,hedval,0.05108056217910446
LA,hh1,hcspval,0.017612931104477612
LA,hh1,hfinval,0.048831898775510196
LA,hh1,medicare,4.892493180091043
LA,hh1,medicaid,4.496887724323968
LA,hh2,hucval,0.268912862734143
LA,hh2,hwcval,0.027719769654648955
LA,hh2,hssval,4.5051946582812175
LA,hh2,hssival,0.27292762718376823
LA,hh2,hpawval,0.006952022537987682
LA,hh2,hvetval,0.42828061573621173
LA,hh2,hsurval,0.18053569866079291
LA,hh2,hdisval,0.23267242761038232
LA,hh2,hedval,0.10282811956716419
LA,hh2,hcspval,0.06799590746268656
LA,hh2,hfinval,0.02997445892393321
LA,hh2,medicare,3.568941416292156
LA,hh2,medicaid,3.280357938783468
LA,hh3,hucval,0.5769136256860724
LA,hh3,hwcval,0.007200270967741935
LA,hh3,hssval,2.595438751356546
LA,hh3,hssival,0.11016756137997248
LA,hh3,hpawval,0.0005292263162217659
LA,hh3,hvetval,0.3259200263956852
LA,hh3,hsurval,0.15037202188546253
LA,hh3,hdisval,0.04679560239913417
LA,hh3,hedval,0.06276642029850746
LA,hh3,hcspval,0.04068178097014925
LA,hh3,hfinval,0.019013454545454545
LA,hh3,medicare,2.15546256061644
LA,hh3,medicaid,1.6527943490047354
LA,hh4,hucval,0.60782567249824
LA,hh4,hwcval,0.011496327347248576
LA,hh4,hssval,3.4389819844561256
LA,hh4,hssival,0.11844792199124866
LA,hh4,hpawval,0.04382881783983573
LA,hh4,hvetval,1.2767087223401705
LA,hh4,hsurval,0.2692215759118943
LA,hh4,hdisval,0.21076722031337836
LA,hh4,hedval,0.4453945910535261
LA,hh4,hcspval,0.18036756173134327
LA,hh4,hfinval,0.06527804081632653
LA,hh4,medicare,1.013834991471641
LA,hh4,medicaid,0.9318701398752901
LA,hh5,hucval,0.2528181786535714
LA,hh5,hwcval,0.000622465275142315
LA,hh5,hssval,1.3961005682254302
LA,hh5,hssival,0.09440479681256977
LA,hh5,hpawval,0.02843633691991787
LA,hh5,hvetval,0.29468366567069026
LA,hh5,hsurval,0.18468211718061672
LA,hh5,hdisval,0.04223435746817516
LA,hh5,hedval,0.10625016417910446
LA,hh5,hcspval,0.07315584913432835
LA,hh5,hfinval,0.03859173283858998
LA,hh5,medicare,1.491909882132308
LA,hh5,medicaid,1.371273863923738
ME,hh1,hucval,0.1910482113550045
ME,hh1,hwcval,0.0029500381024667927
ME,hh1,hssval,0.7642736049849346
ME,hh1,hssival,0.17478982562816436
ME,hh1,hpawval,0.004433317207392197
ME,hh1,hvetval,0.0013496977908689248
ME,hh1,hsurval,0.033080827559471365
ME,hh1,hdisval,0.007301670960036332
ME,hh1,hedval,0.009379164179104477
ME,hh1,hcspval,0.03024798304477612
ME,hh1,medicare,1.0020897812027676
ME,hh1,medicaid,0.8080330640589102
ME,hh2,hucval,0.22041117759352127
ME,hh2,hwcval,0.014311687286527514
ME,hh2,hssval,1.7200967743406277
ME,hh2,hssival,0.11017378169004365
ME,hh2,hpawval,0.03299399832443532
ME,hh2,hvetval,0.03363648699852724
ME,hh2,hsurval,0.0011366976211453742
ME,hh2,hdisval,0.012958850562479482
ME,hh2,hedval,0.050122388059701484
ME,hh2,hcspval,0.031177799999999995
ME,hh2,hfinval,0.05920938033395176
ME,hh2,medicare,1.1451488979229734
ME,hh2,medicaid,0.9211469049340327
ME,hh3,hucval,0.10614904086652893
ME,hh3,hwcval,0.017031338094876662
ME,hh3,hssval,1.222815153576446
ME,hh3,hssival,0.06894130688632404
ME,hh3,hpawval,0.003392027630390144
ME,hh3,hvetval,0.17625448648011782
ME,hh3,hsurval,0.011447417497797359
ME,hh3,hdisval,0.008074787546144177
ME,hh3,hedval,0.0305843171641791
ME,hh3,hcspval,0.024510878805970148
ME,hh3,hfinval,0.0016399970315398888
ME,hh3,medicare,0.7253076663947755
ME,hh3,medicaid,0.5891663421247966
ME,hh4,hucval,0.2730604863686182
ME,hh4,hwcval,0.050301280895635674
ME,hh4,hssval,2.699871353365133
ME,hh4,hssival,0.03414880201888995
ME,hh4,hvetval,0.3157803292135493
ME,hh4,hsurval,0.02615746926872246
ME,hh4,hdisval,0.1504762747930751
ME,hh4,hedval,0.07455938358208955
ME,hh4,hcspval,0.01868521373134328
ME,hh4,hfinval,0.05257695199257884
ME,hh4,medicare,0.4865368380423064
ME,hh4,medicaid,0.3907042297631544
ME,hh5,hucval,0.03126711905888706
ME,hh5,hwcval,0.05301894403036053
ME,hh5,hssval,0.8751142664868677
ME,hh5,hssival,0.02620335761631368
ME,hh5,hvetval,0.27466138900736375
ME,hh5,hsurval,0.4482588105726871
ME,hh5,hdisval,0.012432633384989024
ME,hh5,hedval,0.04115995283582089
ME,hh5,hcspval,0.02234493253731343
ME,hh5,hfinval,0.023382634508348793
ME,hh5,medicare,0.6559072418661845
ME,hh5,medicaid,0.5342820542820327
MD,hh1,hucval,0.06472178422038662
MD,hh1,hssval,1.5837492562210265
MD,hh1,hssival,0.44908237131866013
MD,hh1,hpawval,0.07207145356878851
MD,hh1,hsurval,0.007583180140969162
MD,hh1,hdisval,0.01574189682765759
MD,hh1,hedval,0.045501343283582095
MD,hh1,hfinval,0.09978962894248608
MD,hh1,medicare,3.136119470130192
MD,hh1,medicaid,2.4889582437036117
MD,hh2,hucval,1.9611917686044749
MD,hh2,hssval,4.157347897188833
MD,hh2,hssival,0.23807872684389364
MD,hh2,hvetval,0.21400049955817377
MD,hh2,hsurval,0.4696182128867163
MD,hh2,hdisval,0.028026827580380137
MD,hh2,hedval,0.06642972402985074
MD,hh2,hcspval,0.06861189492537315
MD,hh2,hfinval,0.030751480519480522
MD,hh2,medicare,3.650618192602512
MD,hh2,medicaid,2.897286385813356
MD,hh3,hucval,0.23326066590508257
MD,hh3,hssval,3.264061445349301
MD,hh3,hssival,0.06715430207044062
MD,hh3,hpawval,0.015446794250513348
MD,hh3,hvetval,0.3048408774079529
MD,hh3,hsurval,0.09100425726872247
MD,hh3,hedval,0.1209981526119403
MD,hh3,hcspval,0.14562176597014925
MD,hh3,hfinval,0.03926522894248609
MD,hh3,medicare,2.773048211461248
MD,hh3,medicaid,2.200809398953644
MD,hh4,hucval,0.7904376158492574
MD,hh4,hwcval,0.3024284834914611
MD,hh4,hssval,6.702378354457185
MD,hh4,hssival,0.1724882876624946
MD,hh4,hpawval,0.1991901052977413
MD,hh4,hvetval,0.547330608035645
MD,hh4,hsurval,0.2571054267488987
MD,hh4,hdisval,0.4809150219218597
MD,hh4,hedval,0.4007463343283581
MD,hh4,hcspval,0.00964345791044776
MD,hh4,hfinval,0.2900257513914657
MD,hh4,medicare,1.7707959330940988
MD,hh4,medicaid,1.4207880651458489
MD,hh5,hucval,1.7404435933016014
MD,hh5,hssval,7.022992596087028
MD,hh5,hssival,0.06933971013047541
MD,hh5,hpawval,0.06961235236139632
MD,hh5,hvetval,1.7409214632492016
MD,hh5,hsurval,0.9172333027545565
MD,hh5,hdisval,0.19120178068383356
MD,hh5,hedval,0.3581766827462686
MD,hh5,hcspval,0.21655765970149252
MD,hh5,medicare,4.8268638398832
MD,hh5,medicaid,3.8308051271444157
MA,hh1,hucval,1.5109971221448595
MA,hh1,hssval,3.8422510180073193
MA,hh1,hssival,0.47134228439418707
MA,hh1,hpawval,0.2176345765749487
MA,hh1,hsurval,0.08729372966960354
MA,hh1,hdisval,0.032784694141864155
MA,hh1,hedval,0.05282664179104477
MA,hh1,hcspval,0.08234576095522388
MA,hh1,hfinval,0.13221316630797772
MA,hh1,medicare,4.70942526000474
MA,hh1,medicaid,4.216729032545076
MA,hh2,hucval,2.6017194507570975
MA,hh2,hwcval,0.003490186679316888
MA,hh2,hssval,5.971309279265449
MA,hh2,hssival,0.3657395405436317
MA,hh2,hpawval,0.11311938194661192
MA,hh2,hvetval,0.24339624812960234
MA,hh2,hsurval,0.09396958424669602
MA,hh2,hdisval,0.08677233882577495
MA,hh2,hedval,0.4178719343283582
MA,hh2,hcspval,0.11272681480597013
MA,hh2,hfinval,0.2838905788497217
MA,hh2,medicare,4.837444435107563
MA,hh2,medicaid,4.331354946021828
MA,hh3,hucval,1.9976501613808244
MA,hh3,hssval,3.81585217140765
MA,hh3,hssival,0.07927603583938694
MA,hh3,hpawval,0.024456187071868588
MA,hh3,hvetval,0.4423852816966126
MA,hh3,hsurval,0.09880879575330397
MA,hh3,hdisval,0.025699449558530117
MA,hh3,hedval,0.5152935555215614
MA,hh3,hcspval,0.12785467164179104
MA,hh3,hfinval,0.4159477625231911
MA,hh3,medicare,3.6601982081421958
MA,hh3,medicaid,3.2772712586009156
MA,hh4,hucval,4.893347577553388
MA,hh4,hwcval,0.27769726907020875
MA,hh4,hssval,6.7435775674441025
MA,hh4,hssival,0.138867056834546
MA,hh4,hpawval,0.09199894314579056
MA,hh4,hvetval,0.3928758343210604
MA,hh4,hsurval,0.39578498282378854
MA,hh4,hdisval,0.5248524763929123
MA,hh4,hedval,1.2126546181086308
MA,hh4,hcspval,0.403215166238806
MA,hh4,hfinval,0.07884303054545454
MA,hh4,medicare,2.535891115845456
MA,hh4,medicaid,2.270588256781872
MA,hh5,hucval,3.801119334936959
MA,hh5,hwcval,0.0694530284629981
MA,hh5,hssval,5.79768921471089
MA,hh5,hssival,0.04664904677759622
MA,hh5,hpawval,0.022136034825462017
MA,hh5,hvetval,0.5982111632639218
MA,hh5,hsurval,0.6950804930629264
MA,hh5,hdisval,0.4524074405346246
MA,hh5,hedval,1.2357950206956956
MA,hh5,hcspval,0.15765763856716417
MA,hh5,hfinval,0.5606943714113126
MA,hh5,medicare,5.637440980900031
MA,hh5,medicaid,5.047656506050296
MI,hh1,hucval,1.594468153108225
MI,hh1,hwcval,0.15232502163187855
MI,hh1,hssval,6.731729320998317
MI,hh1,hssival,1.4177134309633956
MI,hh1,hpawval,0.11375876008213553
MI,hh1,hvetval,0.10899824447717231
MI,hh1,hsurval,0.16810850743612335
MI,hh1,hdisval,0.05140597423282219
MI,hh1,hedval,0.2137504829850746
MI,hh1,hcspval,0.06772767797014925
MI,hh1,hfinval,0.33363632094990725
MI,hh1,medicare,7.88362053238464
MI,hh1,medicaid,5.216823354696479
MI,hh2,hucval,3.6914915119258316
MI,hh2,hwcval,0.3848791653130929
MI,hh2,hssval,11.040065001653929
MI,hh2,hssival,0.5510272925562677
MI,hh2,hpawval,0.06125260952772075
MI,hh2,hvetval,0.5796111040552866
MI,hh2,hsurval,0.6933556337371197
MI,hh2,hdisval,0.25637884962475516
MI,hh2,hedval,0.279273223880597
MI,hh2,hcspval,0.20776001208955222
MI,hh2,hfinval,0.1849805788497217
