r,h,trn,value
HI,hh1,hfinval,0.028231004081632656
HI,hh1,medicare,0.5156091278712406
HI,hh1,medicaid,0.43269817762262636
HI,hh2,hucval,0.03506084798119928
HI,hh2,hwcval,0.01143276933586338
HI,hh2,hssval,0.9590089016039175
HI,hh2,hssival,0.04193053420572517
HI,hh2,hpawval,0.010892947318275155
HI,hh2,hvetval,0.03777821973490427
HI,hh2,hsurval,0.02101299859030837
HI,hh2,hdisval,0.01373163146902011
HI,hh2,hedval,0.02434822482089552
HI,hh2,hcspval,0.008655773208955223
HI,hh2,hfinval,0.13149693573283858
HI,hh2,medicare,0.5137858693151108
HI,hh2,medicaid,0.4309029930604272
HI,hh3,hucval,0.04492156976515954
HI,hh3,hwcval,0.01741828244402277
HI,hh3,hssval,0.5314019909526753
HI,hh3,hssival,0.06501213171062155
HI,hh3,hpawval,0.0018630534455852158
HI,hh3,hvetval,0.0723260158586156
HI,hh3,hsurval,0.032714885920704845
HI,hh3,hdisval,0.059960326619003766
HI,hh3,hedval,0.05221386119402984
HI,hh3,hcspval,0.0005953880597014925
HI,hh3,hfinval,0.0023793283858998143
HI,hh3,medicare,0.45907817661729866
HI,hh3,medicaid,0.37703767317234
HI,hh4,hucval,0.055574196075590436
HI,hh4,hwcval,0.04503834535104365
HI,hh4,hssval,0.9809145684655473
HI,hh4,hssival,0.017773751243270523
HI,hh4,hpawval,0.02734172826283368
HI,hh4,hvetval,0.18351812783505153
HI,hh4,hsurval,0.14717865951541848
HI,hh4,hdisval,0.019643373825714603
HI,hh4,hedval,0.09265848925373134
HI,hh4,hcspval,0.0255036415522388
HI,hh4,hfinval,0.01800158515769944
HI,hh4,medicare,0.3675570016989696
HI,hh4,medicaid,0.3015812234271852
HI,hh5,hucval,0.030345725333331762
HI,hh5,hwcval,0.004381762018975332
HI,hh5,hssval,0.9652327794558143
HI,hh5,hssival,0.017971438087852662
HI,hh5,hpawval,0.001181453223819302
HI,hh5,hvetval,0.22673095627687775
HI,hh5,hsurval,0.2556472466035242
HI,hh5,hdisval,0.050566847303071975
HI,hh5,hedval,0.08755740925373134
HI,hh5,hcspval,0.005882131343283582
HI,hh5,hfinval,0.006368571428571429
HI,hh5,medicare,0.8608061238224533
HI,hh5,medicaid,0.7199608103583303
ID,hh1,hucval,0.015405765386296828
ID,hh1,hssval,0.9702777642926668
ID,hh1,hssival,0.08967358532127499
ID,hh1,hpawval,0.045740454431211504
ID,hh1,hvetval,0.0321054845832106
ID,hh1,hsurval,0.015473503559471365
ID,hh1,hdisval,1.4790283318785935e-06
ID,hh1,hedval,0.008324211940298507
ID,hh1,hcspval,0.01673009223880597
ID,hh1,hfinval,0.0433075280148423
ID,hh1,medicare,0.7263497240079556
ID,hh1,medicaid,0.4782183454720003
ID,hh2,hucval,0.025167055175840197
ID,hh2,hssval,1.9574633510791755
ID,hh2,hssival,0.06699564778675185
ID,hh2,hpawval,0.015257027581108834
ID,hh2,hvetval,0.09086223750220913
ID,hh2,hsurval,0.09035933360352423
ID,hh2,hdisval,0.04214153147778631
ID,hh2,hedval,0.10444858656716416
ID,hh2,hcspval,0.030243607447761188
ID,hh2,hfinval,0.08794312430426715
ID,hh2,medicare,1.0633348214438212
ID,hh2,medicaid,0.6861369885343686
ID,hh3,hucval,0.023760968916556286
ID,hh3,hwcval,0.02386469009487666
ID,hh3,hssval,0.8943190970394177
ID,hh3,hssival,0.022003268060765566
ID,hh3,hpawval,0.01885338303080082
ID,hh3,hvetval,0.17703269994698084
ID,hh3,hsurval,0.08889402695154185
ID,hh3,hdisval,0.05194296097261061
ID,hh3,hedval,0.04866287152238807
ID,hh3,hcspval,0.05655531253731343
ID,hh3,hfinval,0.005483888682745825
ID,hh3,medicare,0.6287248950458976
ID,hh3,medicaid,0.4079084529991428
ID,hh4,hucval,0.10845825257016614
ID,hh4,hwcval,0.025287478178368124
ID,hh4,hssval,0.8892234966682865
ID,hh4,hssival,0.05912151486479716
ID,hh4,hpawval,0.002329413782340863
ID,hh4,hvetval,0.2683490971546391
ID,hh4,hsurval,0.24163404625110133
ID,hh4,hdisval,0.026418790448449265
ID,hh4,hedval,0.056500380597014926
ID,hh4,hcspval,0.045195980000000004
ID,hh4,hfinval,0.007577472356215213
ID,hh4,medicare,0.32888215533058923
ID,hh4,medicaid,0.2029892339735184
ID,hh5,hucval,0.0010339830360036155
ID,hh5,hssval,0.5046049218577717
ID,hh5,hssival,0.002181519695675952
ID,hh5,hvetval,0.08207449321944035
ID,hh5,hsurval,0.03011683987665198
ID,hh5,hdisval,0.02264098660205964
ID,hh5,hedval,0.09610318059701492
ID,hh5,hcspval,0.008850099582089552
ID,hh5,medicare,0.4386975977103504
ID,hh5,medicaid,0.2707683827227836
IL,hh1,hucval,0.2570654061069977
IL,hh1,hssval,7.450869776137955
IL,hh1,hssival,0.8050777302098441
IL,hh1,hpawval,0.1269976183983573
IL,hh1,hvetval,0.10211013045066274
IL,hh1,hsurval,0.47071835521728733
IL,hh1,hdisval,0.07352757312544532
IL,hh1,hedval,0.2440971895522388
IL,hh1,hcspval,0.12274017922388057
IL,hh1,hfinval,0.6128170965341356
IL,hh1,medicare,8.665250514050436
IL,hh1,medicaid,5.953318424767992
IL,hh2,hucval,0.4562936210452112
IL,hh2,hwcval,0.15710492903225806
IL,hh2,hssval,10.71670633789689
IL,hh2,hssival,0.39463315699070994
IL,hh2,hpawval,0.07580358229158113
IL,hh2,hvetval,0.27059003416789396
IL,hh2,hsurval,0.18607791013215857
IL,hh2,hdisval,0.3124448361394216
IL,hh2,hedval,0.47896130166877504
IL,hh2,hcspval,0.23586446325373134
IL,hh2,hfinval,0.7879832547973861
IL,hh2,medicare,8.339051048473248
IL,hh2,medicaid,5.729208425246784
IL,hh3,hucval,0.47903472775160283
IL,hh3,hwcval,0.04162674079696395
IL,hh3,hssval,7.1022680151956745
IL,hh3,hssival,0.29286442432661497
IL,hh3,hvetval,0.570496804634798
IL,hh3,hsurval,0.03256617441409691
IL,hh3,hdisval,0.1935179731753669
IL,hh3,hedval,0.9904868533743845
IL,hh3,hcspval,0.16804284107462683
IL,hh3,hfinval,0.5007942581275228
IL,hh3,medicare,5.29516307708118
IL,hh3,medicaid,3.6379550547627
IL,hh4,hucval,0.9475728585840079
IL,hh4,hwcval,0.18966932138140416
IL,hh4,hssval,7.8837048030313035
IL,hh4,hssival,0.18969576952859532
IL,hh4,hpawval,0.03639330702258727
IL,hh4,hvetval,1.0607934453941505
IL,hh4,hsurval,0.6488482211974907
IL,hh4,hdisval,0.2458697264705415
IL,hh4,hedval,0.9777524187048877
IL,hh4,hcspval,0.6889938184188181
IL,hh4,hfinval,0.764035280913926
IL,hh4,medicare,2.997187251378264
IL,hh4,medicaid,2.059168405674912
IL,hh5,hucval,0.12566404739862233
IL,hh5,hwcval,0.11164742436432637
IL,hh5,hssval,5.067392465743436
IL,hh5,hssival,0.13295942262035348
IL,hh5,hpawval,0.00028602835318275157
IL,hh5,hvetval,0.03211781768483063
IL,hh5,hsurval,0.6352115313995937
IL,hh5,hdisval,0.030294275154989978
IL,hh5,hedval,1.2885687529707006
IL,hh5,hcspval,0.2610565828656716
IL,hh5,hfinval,0.1676365714285714
IL,hh5,medicare,4.614548108710296
IL,hh5,medicaid,3.1703496895476118
IN,hh1,hucval,0.06561724837854847
IN,hh1,hwcval,0.09854351612903225
IN,hh1,hssval,4.53327933747106
IN,hh1,hssival,0.5114030532041988
IN,hh1,hpawval,0.03527077759342916
IN,hh1,hvetval,0.10889935253019146
IN,hh1,hsurval,0.017005945797356828
IN,hh1,hdisval,0.07359755648110941
IN,hh1,hedval,0.0563880014925373
IN,hh1,hcspval,0.1008679318208955
IN,hh1,hfinval,0.38032815584415586
IN,hh1,medicare,4.962547586939904
IN,hh1,medicaid,3.720996440465256
IN,hh2,hucval,0.02258422109059932
IN,hh2,hssval,6.839904523857046
IN,hh2,hssival,0.28853548132365514
IN,hh2,hpawval,0.1154370594825462
IN,hh2,hvetval,0.11130446873637702
IN,hh2,hsurval,0.320008663400881
IN,hh2,hdisval,0.0005318430309950689
IN,hh2,hedval,0.20395541940298506
IN,hh2,hcspval,0.25918242573134326
IN,hh2,hfinval,0.04039382782931355
IN,hh2,medicare,5.099119751772539
IN,hh2,medicaid,3.8234004034108797
IN,hh3,hucval,0.06780377881829856
IN,hh3,hwcval,0.01374393272106262
IN,hh3,hssval,3.9281542700117944
IN,hh3,hssival,0.08207372008536702
IN,hh3,hpawval,0.0052947883367556485
IN,hh3,hvetval,0.5021558493039237
IN,hh3,hsurval,0.18348479365638762
IN,hh3,hdisval,0.22575331426411527
IN,hh3,hedval,0.1698473343283582
IN,hh3,hcspval,0.13424108919402986
IN,hh3,hfinval,0.0056452274582560295
IN,hh3,medicare,3.0338493568948315
IN,hh3,medicaid,2.274828091850028
IN,hh4,hucval,0.15497932100190184
IN,hh4,hwcval,0.09791742056925996
IN,hh4,hssval,5.089505876575113
IN,hh4,hssival,0.12295650666110236
IN,hh4,hvetval,0.7157372724556231
IN,hh4,hsurval,0.480473792921274
IN,hh4,hdisval,0.31335432395985857
IN,hh4,hedval,0.4498907635820896
IN,hh4,hcspval,0.2995274673134328
IN,hh4,hfinval,0.07231902857142856
IN,hh4,medicare,1.3428396419695128
IN,hh4,medicaid,1.025932418218618
IN,hh5,hucval,0.0044806033603326965
IN,hh5,hssval,2.0419409863001654
IN,hh5,hssival,0.02988461946996982
IN,hh5,hpawval,0.00587406160164271
IN,hh5,hvetval,0.3165041269396171
IN,hh5,hsurval,0.0029476784140969156
IN,hh5,hdisval,0.03683804309506435
IN,hh5,hedval,0.3021548465671641
IN,hh5,hcspval,0.075647207880597
IN,hh5,hfinval,0.08680741001855287
IN,hh5,medicare,1.668448773741888
IN,hh5,medicaid,1.1186685348638765
IA,hh1,hucval,0.018485706109058503
IA,hh1,hssval,1.7378152493819152
IA,hh1,hssival,0.14021411835488953
IA,hh1,hpawval,0.03775019413552362
IA,hh1,hvetval,0.05298701620029455
IA,hh1,hsurval,0.017231557004405287
IA,hh1,hdisval,0.026234648475449276
IA,hh1,hedval,0.0682015895522388
IA,hh1,hcspval,0.07175816853731343
IA,hh1,hfinval,0.23743706337662338
IA,hh1,medicare,1.9265289888133559
IA,hh1,medicaid,1.0907996414049592
IA,hh2,hucval,0.019293743851233953
IA,hh2,hwcval,0.024246101009487667
IA,hh2,hssval,2.6150640189134156
IA,hh2,hssival,0.0808110482507638
IA,hh2,hvetval,0.04705358506038291
IA,hh2,hsurval,0.10004085007929515
IA,hh2,hdisval,0.0018482057640923256
IA,hh2,hedval,0.2508017324626865
IA,hh2,hcspval,0.02787690005970149
IA,hh2,hfinval,0.04877203858998145
IA,hh2,medicare,2.213967075361092
IA,hh2,medicaid,1.2411213092941427
IA,hh3,hucval,0.08900718838232137
IA,hh3,hwcval,0.010310228083491461
IA,hh3,hssval,2.591820295764817
IA,hh3,hssival,0.057408553953162855
IA,hh3,hpawval,0.02639316271047228
IA,hh3,hvetval,0.29013233164064794
IA,hh3,hdisval,0.06752444188342481
IA,hh3,hedval,0.1265855014925373
IA,hh3,hcspval,0.04988130974626866
IA,hh3,hfinval,0.121716193135436
IA,hh3,medicare,1.2515848438533506
IA,hh3,medicaid,0.8149738206542128
IA,hh4,hucval,0.12303969232834802
IA,hh4,hwcval,0.0921225226565465
IA,hh4,hssval,2.8757633412315884
IA,hh4,hssival,0.013302148052530448
IA,hh4,hpawval,0.016141856673511295
IA,hh4,hvetval,0.16675706969072165
IA,hh4,hsurval,0.6753311661029017
IA,hh4,hdisval,0.020354314996162175
IA,hh4,hedval,0.2232651971641791
IA,hh4,hcspval,0.16986131059701493
IA,hh4,hfinval,0.09230072727272727
IA,hh4,medicare,0.7132495309282311
IA,hh4,medicaid,0.46403483624309155
IA,hh5,hucval,0.0594692254106628
IA,hh5,hwcval,0.21095988851612904
IA,hh5,hssval,0.6640268473981753
IA,hh5,hssival,0.000987955503416541
IA,hh5,hdisval,0.020021738843448076
IA,hh5,hedval,0.10291312089552236
IA,hh5,hcspval,0.03259742525373134
IA,hh5,hfinval,0.09720160296846012
IA,hh5,medicare,0.7889649652526894
IA,hh5,medicaid,0.5135698407096515
KS,hh1,hucval,0.017889618834471672
KS,hh1,hwcval,0.010916129032258064
KS,hh1,hssval,1.978862083727092
KS,hh1,hssival,0.2552168811409674
KS,hh1,hpawval,0.029433119260780294
KS,hh1,hsurval,0.055362433480176214
KS,hh1,hdisval,0.0034180769495932143
KS,hh1,hedval,0.05122139104477611
KS,hh1,hcspval,0.03087468859701492
KS,hh1,hfinval,0.0455653304638219
KS,hh1,medicare,1.67997359239608
KS,hh1,medicaid,0.8009115681614413
KS,hh2,hucval,0.013550686470152774
KS,hh2,hwcval,0.0001057764705882353
KS,hh2,hssval,2.7767279522751567
KS,hh2,hssival,0.15986618578096165
KS,hh2,hpawval,0.043249300533880916
KS,hh2,hvetval,0.15148280433578792
KS,hh2,hsurval,0.07309060540969162
KS,hh2,hdisval,0.07571599443460042
KS,hh2,hedval,0.1346291082089552
KS,hh2,hcspval,0.034041700507462684
KS,hh2,hfinval,0.06221928231539888
KS,hh2,medicare,2.0000003588197077
KS,hh2,medicaid,0.9389762129680982
KS,hh3,hucval,0.01990397281259103
KS,hh3,hssval,2.0171172937389814
KS,hh3,hssival,0.09368512725836269
KS,hh3,hpawval,0.006614683466119097
KS,hh3,hvetval,0.2295023246774668
KS,hh3,hsurval,0.06738993769162996
KS,hh3,hdisval,0.04669042810544854
KS,hh3,hedval,0.08798674776119401
KS,hh3,hcspval,0.0723837310447761
KS,hh3,hfinval,0.005784589981447124
KS,hh3,medicare,1.1477527427234067
KS,hh3,medicaid,0.6309149941262463
KS,hh4,hucval,0.012886422452769811
KS,hh4,hwcval,0.1108809358633776
KS,hh4,hssval,2.4063004922140223
KS,hh4,hssival,0.07074709165313586
KS,hh4,hpawval,0.013949667351129366
KS,hh4,hvetval,0.15130052387628867
KS,hh4,hsurval,0.39661108903083697
KS,hh4,hdisval,0.15882984401344583
KS,hh4,hedval,0.17861815865671643
KS,hh4,hcspval,0.10719592850746268
KS,hh4,hfinval,0.1680107309833024
KS,hh4,medicare,0.6181339886676062
KS,hh4,medicaid,0.3367051608962856
KS,hh5,hssval,0.761686177726144
KS,hh5,hssival,0.008408162204113279
KS,hh5,hvetval,0.1427348359351988
KS,hh5,hsurval,0.23325890086784143
KS,hh5,hdisval,0.037643025486561586
KS,hh5,hedval,0.06562391417910447
KS,hh5,hcspval,0.02917984453731343
KS,hh5,hfinval,0.005837098330241188
KS,hh5,medicare,0.8199009085439283
KS,hh5,medicaid,0.46118638970589126
KY,hh1,hssval,3.79011483475405
KY,hh1,hssival,0.5302700471709992
KY,hh1,hpawval,0.04894344997946612
KY,hh1,hvetval,0.02083663866273932
KY,hh1,hsurval,0.1589791499207048
KY,hh1,hdisval,0.1446953437580585
KY,hh1,hedval,0.041613020895522386
KY,hh1,hcspval,0.07233392779104476
KY,hh1,hfinval,0.05475364007421151
KY,hh1,medicare,4.360147245462324
KY,hh1,medicaid,3.8196476981481955
KY,hh2,hucval,0.03981298878913882
KY,hh2,hwcval,0.0007255253738140418
KY,hh2,hssval,5.300604462120222
KY,hh2,hssival,0.2732516313887265
KY,hh2,hpawval,0.13948952910061604
KY,hh2,hvetval,0.3143431922474227
KY,hh2,hsurval,0.09906508281938327
KY,hh2,hdisval,0.28333892348674894
KY,hh2,hedval,0.1935409343283582
KY,hh2,hcspval,0.1257550530447761
KY,hh2,hfinval,0.3365104452690167
KY,hh2,medicare,3.4881862436258397
KY,hh2,medicaid,3.0557781208062957
KY,hh3,hucval,0.2224387833875767
KY,hh3,hwcval,0.01911811081593928
KY,hh3,hssval,2.557351613224625
KY,hh3,hssival,0.11637965604216119
KY,hh3,hvetval,0.8038244150182111
KY,hh3,hsurval,0.36850150604405285
KY,hh3,hdisval,0.3692388717356173
KY,hh3,hedval,0.11976556686567164
KY,hh3,hcspval,0.10550152513432835
KY,hh3,hfinval,0.109850426716141
KY,hh3,medicare,1.896990348718176
KY,hh3,medicaid,1.4610046970046866
KY,hh4,hucval,0.06722818819340731
KY,hh4,hwcval,0.12710425211385198
KY,hh4,hssval,2.5260087224579664
KY,hh4,hssival,0.0161291649872458
KY,hh4,hpawval,0.08245431425051336
KY,hh4,hvetval,0.21584664650368188
KY,hh4,hsurval,0.144402019030837
KY,hh4,hdisval,0.3483932671533274
KY,hh4,hedval,0.3225943408955224
KY,hh4,hcspval,0.09949482232835821
KY,hh4,hfinval,0.10962260482374768
KY,hh4,medicare,0.8576576454971842
KY,hh4,medicaid,0.7607784256313402
KY,hh5,hwcval,0.005503280789373813
KY,hh5,hssval,0.7029828703999735
KY,hh5,hpawval,0.01480571334702259
KY,hh5,hvetval,0.004436038550810015
KY,hh5,hsurval,0.4257784091629956
KY,hh5,hedval,0.2314162552238806
KY,hh5,hcspval,0.02989379104477612
KY,hh5,medicare,1.0635275558518182
KY,hh5,medicaid,0.9411279608500013
LA,hh1,hucval,0.025605319122621168
LA,hh1,hssval,4.122390150356143
LA,hh1,hssival,0.7804771219262873
LA,hh1,hpawval,0.06777158247227927
LA,hh1,hvetval,0.046648072930780556
LA,hh1,hsurval,0.10412402278414097
LA,hh1,hdisval,0.12014966730843421
LA,hh1,hedval,0.08592741940298507
LA,hh1,hcspval,0.045793109194029846
LA,hh1,hfinval,0.11625111695732837
LA,hh1,medicare,4.751822680563336
LA,hh1,medicaid,4.467106032347772
LA,hh2,hucval,0.06364753745748374
LA,hh2,hssval,3.927102788382101
LA,hh2,hssival,0.39317670144396166
LA,hh2,hpawval,0.04727289511293636
LA,hh2,hvetval,0.3275006271340206
LA,hh2,hsurval,0.20638296475770926
LA,hh2,hdisval,0.13094044632400903
LA,hh2,hedval,0.0980652519402985
LA,hh2,hcspval,0.0959927432835821
LA,hh2,hfinval,0.10773693684601113
LA,hh2,medicare,3.4779314242165316
LA,hh2,medicaid,3.269542971112656
LA,hh3,hucval,0.027451643102109
LA,hh3,hwcval,0.1041338896394687
LA,hh3,hssval,1.746818587859855
LA,hh3,hssival,0.08119258783580945
LA,hh3,hpawval,0.008789156796714579
LA,hh3,hvetval,0.6117382470653399
LA,hh3,hsurval,0.0753315024845815
LA,hh3,hdisval,0.17036899340679473
LA,hh3,hedval,0.237270871641791
LA,hh3,hcspval,0.0883119480597015
LA,hh3,hfinval,0.00299001706864564
LA,hh3,medicare,1.868624567370384
LA,hh3,medicaid,1.756661525110596
LA,hh4,hucval,0.06891908854670505
LA,hh4,hwcval,0.09148949911195448
LA,hh4,hssval,2.5758157224662686
LA,hh4,hssival,0.040180033348916434
LA,hh4,hpawval,0.007570186447638604
LA,hh4,hvetval,0.5116743720727016
LA,hh4,hsurval,0.07158735531277532
LA,hh4,hdisval,0.1533499515976175
LA,hh4,hedval,0.18974227313432834
LA,hh4,hcspval,0.1218622023283582
LA,hh4,hfinval,0.18520692797031538
LA,hh4,medicare,0.8092677079675642
LA,hh4,medicaid,0.7653408861948251
LA,hh5,hucval,0.052592223748856935
LA,hh5,hssval,0.8061780367766224
LA,hh5,hssival,0.012721131982688481
LA,hh5,hpawval,2.5432706365503086e-05
LA,hh5,hvetval,0.19773399255375554
LA,hh5,hsurval,0.23400878511013215
LA,hh5,hdisval,0.09425225164435737
LA,hh5,hedval,0.31523858955223877
LA,hh5,hcspval,0.016864289552238804
LA,hh5,hfinval,0.02117527177736549
LA,hh5,medicare,1.0917051314281767
LA,hh5,medicaid,1.0308554061836268
ME,hh1,hucval,0.00809235851446559
ME,hh1,hwcval,0.0010298390891840606
ME,hh1,hssval,1.0619446374490609
ME,hh1,hssival,0.1510982781043523
ME,hh1,hpawval,0.015425708402464067
ME,hh1,hvetval,0.0015718505567010306
ME,hh1,hsurval,0.09253862340528633
ME,hh1,hdisval,0.03856680808599882
ME,hh1,hedval,0.004248870835820895
ME,hh1,hcspval,0.030523660417910443
ME,hh1,hfinval,0.011128661966604822
ME,hh1,medicare,0.961026828578457
ME,hh1,medicaid,0.782846996164371
ME,hh2,hucval,0.02294957172273402
ME,hh2,hwcval,0.0002977803415559772
ME,hh2,hssval,1.8839431633752595
ME,hh2,hssival,0.07781778539936614
ME,hh2,hpawval,0.03764631287063656
ME,hh2,hvetval,0.26544304980265093
ME,hh2,hsurval,0.07672931575770925
ME,hh2,hdisval,0.12976594879061984
ME,hh2,hedval,0.061438885074626866
ME,hh2,hcspval,0.04139668220895522
ME,hh2,hfinval,0.060843717996289425
ME,hh2,medicare,1.075081722338143
ME,hh2,medicaid,0.8738462153377183
ME,hh3,hucval,0.03745007350496309
ME,hh3,hwcval,0.040679357328273255
ME,hh3,hssval,0.698566147572868
ME,hh3,hssival,0.015998522264380945
ME,hh3,hpawval,0.003592666940451746
ME,hh3,hvetval,0.41572055257731955
ME,hh3,hsurval,0.006261240528634361
ME,hh3,hdisval,0.004350191726050569
ME,hh3,hedval,0.020229283582089547
ME,hh3,hcspval,0.09335506226865671
ME,hh3,hfinval,0.006177644526901669
ME,hh3,medicare,0.6994256537565817
ME,hh3,medicaid,0.5739942218516196
ME,hh4,hucval,0.05774328498374065
ME,hh4,hwcval,0.04164769639468691
ME,hh4,hssval,0.6591735895160395
ME,hh4,hssival,0.023913780204493734
ME,hh4,hpawval,0.0003745478439425052
ME,hh4,hvetval,0.11950452774079529
ME,hh4,hsurval,0.2852164715418502
ME,hh4,hdisval,0.17206272590029115
ME,hh4,hedval,0.08371827014925372
ME,hh4,hcspval,0.05917076865671641
ME,hh4,hfinval,0.03722265974025974
ME,hh4,medicare,0.37099951209164156
ME,hh4,medicaid,0.2961093780229104
ME,hh5,hssval,0.4529358841744573
ME,hh5,hssival,0.021492601376797402
ME,hh5,hvetval,0.041185696612665676
ME,hh5,hsurval,0.033342851207048455
ME,hh5,hdisval,0.0017347776756687083
ME,hh5,hedval,0.07084534328358208
ME,hh5,hcspval,0.004937186865671642
ME,hh5,medicare,0.4926365655796832
ME,hh5,medicaid,0.3973439134493004
MD,hh1,hucval,0.13154859913218664
MD,hh1,hwcval,0.04285285275142315
MD,hh1,hssval,3.2532450913622517
MD,hh1,hssival,0.29182389445517365
MD,hh1,hpawval,0.06873433798767968
MD,hh1,hvetval,0.0027038825567010307
MD,hh1,hsurval,0.15457188370044053
MD,hh1,hdisval,0.07178936917185322
MD,hh1,hedval,0.000866176119402985
MD,hh1,hcspval,0.08744480358208956
MD,hh1,hfinval,0.0028857306122448976
MD,hh1,medicare,3.186476792329392
MD,hh1,medicaid,2.591339155989084
MD,hh2,hucval,0.05343294774165039
MD,hh2,hwcval,0.07370436432637571
MD,hh2,hssval,3.7213103670097283
MD,hh2,hssival,0.45762850006360095
MD,hh2,hvetval,0.024804317478645064
MD,hh2,hsurval,0.31803739136563874
MD,hh2,hdisval,0.10597474949238687
MD,hh2,hedval,0.23969004477611938
MD,hh2,hcspval,0.08036681462686567
MD,hh2,hfinval,0.12286977662337661
MD,hh2,medicare,3.7733567139909114
MD,hh2,medicaid,3.0686076314809676
MD,hh3,hucval,0.15307476288993033
MD,hh3,hwcval,0.008064888045540798
MD,hh3,hssval,2.9194905768504964
MD,hh3,hssival,0.06353762246112564
MD,hh3,hvetval,0.6266351717781521
MD,hh3,hsurval,0.46103055130232723
MD,hh3,hedval,0.08956225373134327
MD,hh3,hcspval,0.06515497719402985
MD,hh3,hfinval,0.033427369202226345
MD,hh3,medicare,2.436753944586672
MD,hh3,medicaid,1.981641895311684
MD,hh4,hucval,0.10129661985258244
MD,hh4,hwcval,0.04857768500948766
MD,hh4,hssval,4.587264756783412
MD,hh4,hssival,0.16592715310614872
MD,hh4,hpawval,0.006380288131416839
MD,hh4,hvetval,0.4217622061148748
MD,hh4,hsurval,0.4005859295154185
MD,hh4,hdisval,0.946266734636018
MD,hh4,hedval,0.37034499049253733
MD,hh4,hcspval,0.6339186126460515
MD,hh4,hfinval,0.33423563042671617
MD,hh4,medicare,1.761501326326908
MD,hh4,medicaid,1.269899261575097
MD,hh5,hucval,0.023078893005288304
MD,hh5,hssval,3.609929212594948
MD,hh5,hssival,0.043940041983794094
MD,hh5,hvetval,0.8060486547825706
MD,hh5,hsurval,0.8659804537252368
MD,hh5,hdisval,0.002112877149823127
MD,hh5,hedval,0.6118791686659518
MD,hh5,hcspval,0.10511896000000001
MD,hh5,hfinval,0.005589604452690167
MD,hh5,medicare,3.735111222766128
MD,hh5,medicaid,3.0375052430407323
MA,hh1,hucval,0.14970524068426722
MA,hh1,hssval,3.786675428133802
MA,hh1,hssival,0.6487382310774479
MA,hh1,hpawval,0.1802974956221766
MA,hh1,hvetval,0.0381155975257732
MA,hh1,hsurval,0.20963948574449337
MA,hh1,hdisval,0.046743827807618675
MA,hh1,hedval,0.01671056567164179
MA,hh1,hcspval,0.04875588597014925
MA,hh1,hfinval,0.22129217053803338
MA,hh1,medicare,4.882622582367636
MA,hh1,medicaid,4.747533915127596
MA,hh2,hucval,0.3730434444526825
MA,hh2,hwcval,0.08649749321442127
MA,hh2,hssval,6.235914608400817
MA,hh2,hssival,0.3920523178506006
MA,hh2,hpawval,0.028856151129363457
MA,hh2,hvetval,0.0942236284418262
MA,hh2,hsurval,0.18723482255947135
MA,hh2,hdisval,0.30972724734226875
MA,hh2,hedval,0.34726399552238807
MA,hh2,hcspval,0.17586237856716416
MA,hh2,hfinval,0.5245276341372913
MA,hh2,medicare,4.658705688839256
MA,hh2,medicaid,4.529812182951336
MA,hh3,hucval,0.032885333305769295
MA,hh3,hwcval,0.168386940113852
MA,hh3,hssval,2.909533512955637
MA,hh3,hssival,0.1264661690723753
MA,hh3,hpawval,0.023172054209445587
MA,hh3,hvetval,0.1757440204064801
MA,hh3,hsurval,0.2580833304845815
MA,hh3,hdisval,0.31266975562666616
MA,hh3,hedval,0.4317344686567164
MA,hh3,hcspval,0.08917499761194028
MA,hh3,hfinval,0.6719797580705009
MA,hh3,medicare,3.13079443662288
MA,hh3,medicaid,3.0441740106712083
MA,hh4,hucval,0.44589015758297873
MA,hh4,hwcval,0.2690625190132827
MA,hh4,hssval,4.027312566258423
MA,hh4,hssival,0.293791322345076
MA,hh4,hpawval,0.02854837670636551
MA,hh4,hvetval,0.4569490097673049
MA,hh4,hsurval,0.41032699667841405
MA,hh4,hdisval,0.2212512299558296
MA,hh4,hedval,0.6440658001044776
MA,hh4,hcspval,0.23576308289552236
MA,hh4,hfinval,0.9392120771799628
MA,hh4,medicare,2.0601407311694757
MA,hh4,medicaid,2.0031423330738236
MA,hh5,hucval,0.5034022298860749
MA,hh5,hwcval,0.042648493388994305
MA,hh5,hssval,2.4167229523677034
MA,hh5,hssival,0.06955637295176442
MA,hh5,hvetval,0.36776900147275404
MA,hh5,hsurval,0.12808116079295154
MA,hh5,hdisval,0.12164434693942354
MA,hh5,hedval,1.3848362417910447
MA,hh5,hcspval,0.017979581104477612
MA,hh5,hfinval,2.7087404702337663
MA,hh5,medicare,4.264936561000764
MA,hh5,medicaid,4.1469375581760355
MI,hh1,hucval,0.12468576299443558
MI,hh1,hssval,6.605557562827482
MI,hh1,hssival,0.7679390949725238
MI,hh1,hpawval,0.1708348753182752
MI,hh1,hvetval,0.1077387169837997
MI,hh1,hsurval,0.19325108188546256
MI,hh1,hdisval,0.1133850030516009
MI,hh1,hedval,0.13214591343283583
MI,hh1,hcspval,0.15901905582089554
MI,hh1,hfinval,0.39752406679035246
MI,hh1,medicare,8.422624420872143
MI,hh1,medicaid,5.224494018386172
MI,hh2,hucval,0.09666692546112206
MI,hh2,hwcval,0.019315470056925996
MI,hh2,hssval,10.700558247091113
MI,hh2,hssival,0.6127967434693684
MI,hh2,hpawval,0.09416534833675567
MI,hh2,hvetval,0.06841883445066273
